"_id__$oid","bonusPointsEarned","bonusPointsEarnedReason","createDate__$date","dateScanned__$date","finishedDate__$date","modifyDate__$date","pointsAwardedDate__$date","pointsEarned","purchaseDate__$date","purchasedItemCount","rewardsReceiptItemList__deleted","rewardsReceiptItemList__brandCode","rewardsReceiptItemList__competitorRewardsGroup","rewardsReceiptItemList__barcode","rewardsReceiptItemList__competitiveProduct","rewardsReceiptItemList__description","rewardsReceiptItemList__discountedItemPrice","rewardsReceiptItemList__finalPrice","rewardsReceiptItemList__itemNumber","rewardsReceiptItemList__itemPrice","rewardsReceiptItemList__metabriteCampaignId","rewardsReceiptItemList__originalReceiptItemText","rewardsReceiptItemList__needsFetchReview","rewardsReceiptItemList__originalFinalPrice","rewardsReceiptItemList__originalMetaBriteBarcode","rewardsReceiptItemList__originalMetaBriteItemPrice","rewardsReceiptItemList__originalMetaBriteDescription","rewardsReceiptItemList__needsFetchReviewReason","rewardsReceiptItemList__originalMetaBriteQuantityPurchased","rewardsReceiptItemList__partnerItemId","rewardsReceiptItemList__priceAfterCoupon","rewardsReceiptItemList__pointsEarned","rewardsReceiptItemList__pointsNotAwardedReason","rewardsReceiptItemList__pointsPayerId","rewardsReceiptItemList__preventTargetGapPoints","rewardsReceiptItemList__quantityPurchased","rewardsReceiptItemList__rewardsGroup","rewardsReceiptItemList__rewardsProductPartnerId","rewardsReceiptItemList__targetPrice","rewardsReceiptItemList__userFlaggedBarcode","rewardsReceiptItemList__userFlaggedDescription","rewardsReceiptItemList__userFlaggedNewItem","rewardsReceiptItemList__userFlaggedPrice","rewardsReceiptItemList__userFlaggedQuantity","rewardsReceiptStatus","totalSpent","userId"
"5ffc98b70a720f05c500003d","5","All-receipts receipt bonus","1610353687000","1610353687000","1610371690000","1610371690000","1610371690000","5.0","1610287200000","1","","WINGSTOP","","","","FILL UP MEAL","3.09","3.09","","3.09","","FILL UP MEAL","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","3.09","5ffc98b604929111f6e923f5"
"5ffcb4d40a7214ad4e000017","","","1610396884000","1610396884000","1610396885000","1610396885000","1610396885000","100.0","1609718400000","1","","BRAND","","079400245328","","DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ","","10.00","","10.00","","","","","","","","","","0","","100.0","","5332f5f6e4b03c9a25efd0b4","","1","DOVE MEN+CARE DEODORANT","5332f5f6e4b03c9a25efd0b4","","","","","","","FINISHED","10.00","5ffcb47d04929111f6e9256c"
"5ffc8ffc0a720f05c5000036","150","Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610387452000","1610387452000","1610387452000","1610387457000","1610387452000","150.0","1610323200000","1","","","","4011","","ITEM NOT FOUND","","20.00","","20.00","","","False","","","","","","","1","","","","","True","1","","","","4011","","True","20.00","1","FINISHED","20.00","5ffc8ff9b3348b11c9338896"
"5ffc9d8c0a7214adca000049","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390924000","1610390924000","","1610390925000","1610390925000","750.0","1610304524000","1","","","","075925306254","True","","","1","","1","","","","","","","","","","1","","","","","","1","SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628","","","","","","","FLAGGED","1.00","5ffc9d8cb3348b11c9338927"
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","3","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","4","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","5","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","6","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","7","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","8","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","9","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","10","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","11","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"5ffc9da40a7214adca000050","5","All-receipts receipt bonus","1610390948000","1610390948000","1610390948000","1610390953000","1610390948000","5.0","1610323200000","5","","","","4011","","ITEM NOT FOUND","","21.00","","21.00","","","False","","","","","","","1","","","","","True","5","","","","4011","","True","21.00","5","FINISHED","21.00","5ffc9da0b3348b11c9338951"
"5ffc9daa0a7214adca000054","250","Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390954000","1610390954000","1610390955000","1610390955000","1610390955000","350.0","1609718400000","1","","BRAND","","001111147332","","CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ","","10.00","","10.00","","","","","","","","","","0","","100.0","","5332f5f6e4b03c9a25efd0b4","","1","CARESS BODY WASH AND SOAP","5332f5f6e4b03c9a25efd0b4","","","","","","","FINISHED","10.00","5ffc9d87b3348b11c9338920"
"5ffc8cc20a720f05c5000026","","","1610350626000","1610350626000","1610368681000","1610368681000","","0.0","1610287200000","1","","WINGSTOP","","","","12 CLASSIC COMBO J","3.09","3.09","","3.09","","12 CLASSIC COMBO J","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","3.09","5ffc8cc104929111f6e922a3"
"5ffc9da10a720f05c5000043","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390945000","1610390945000","1610390945000","1610390950000","1610390945000","750.0","1610323200000","4","","","","4011","","ITEM NOT FOUND","","21.00","","21.00","","","False","","","","","","","1","","","","","True","4","","","","4011","","True","21.00","4","FINISHED","21.00","5ffc9da0b3348b11c9338951"
"5ffcb4b90a720f051500000c","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610396857000","1610396857000","1610396858000","1610396862000","1610396858000","750.0","1610323200000","5","","","","4011","","ITEM NOT FOUND","","22.00","","22.00","","","False","","","","","","","1","","","","","True","5","","","","4011","","True","22.00","5","FINISHED","22.00","5ffcb4b9b3348b11c9338ae7"
"5ffca2f30a720f05c5000054","5","All-receipts receipt bonus","1610356307000","1610356307000","1610374310000","1610374310000","1610374310000","5.0","1610287200000","1","","WINGSTOP","","","","FILL UP MEAL","3.09","3.09","","3.09","","FILL UP MEAL","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","3.09","5ffca2f3b3348b11c9338a10"
"5ffcb4900a720f0515000002","250","Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610396816000","1610396816000","","1610396817000","","8950.0","1613075216000","10","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","1","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","FLAGGED","290.00","5ffcb47d04929111f6e9256c"
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","2","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","3","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","4","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","5","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","6","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","7","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","8","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","9","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","10","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"5ffc8fa40a720f05c5000028","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610387364000","1610387364000","1610387370000","1610387370000","1610387364000","300.0","1610300964000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ffc8f9704929111f6e922bf"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5ffc92a20a7214adca000046","5","All-receipts receipt bonus","1610352130000","1610352130000","1610370139000","1610370139000","1610370139000","5.0","1610287200000","1","","WINGSTOP","","","","FILL UP MEAL","3.09","3.09","","3.09","","FILL UP MEAL","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","3.09","5ffc92a104929111f6e923cb"
"5ffc8fe80a720f05c5000031","5","All-receipts receipt bonus","1610387432000","1610387432000","1610387433000","1610387433000","1610387433000","5.0","1610301031000","1","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","54943462e4b07e684157a532"
"5ffc9da10a7214adca00004d","500","Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390945000","1610390945000","1610390946000","1610390950000","1610390946000","500.0","1610323200000","4","","","","4011","","ITEM NOT FOUND","","27.00","","27.00","","","False","","","","","","","1","","","","","True","4","","","","4011","","True","27.00","4","FINISHED","27.00","5ffc9da0b3348b11c9338951"
"5ffc9dc60a7214adca00005a","","","1610390982000","1610390982000","","1610390983000","","","1509321600000","3","True","","","","","DELETED ITEM","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","REJECTED","3.00","5ffc9d87b3348b11c9338920"
"","","","","","","","","","","","","","","051500720011","","JIF CRMY PNT BTR JAR 40 OZ","","2","","2","","","","","","","","","","2","","","","","","2","","","","","","","","","","",""
"5ffcb48d0a7214ad4e000002","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610396813000","1610396813000","","1610396815000","1610396815000","750.0","1610310413000","1","","","","075925306254","True","","","1","","1","","","","","","","","","","1","","","","","","1","SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628","","","","","","","FLAGGED","1.00","5ffcb48d04929111f6e92594"
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","3","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","4","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","5","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","6","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","7","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","8","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","9","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","10","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","11","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"5ffc9da20a7214adca00004e","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390946000","1610390946000","1610390947000","1610390951000","1610390947000","300.0","1610323200000","4","","","","4011","","ITEM NOT FOUND","","29.00","","29.00","","","False","","","","","","","1","","","","","True","4","","","","4011","","True","29.00","4","FINISHED","29.00","5ffc9da0b3348b11c9338951"
"5ffc8fa90a720f05c500002a","5","All-receipts receipt bonus","1610387369000","1610387369000","1610387370000","1610387370000","1610387370000","5.0","1610387369000","1","","MISSION","TACO BELL TACO SHELLS","","","MSSN TORTLLA","2.23","2.23","","2.23","","MSSN TORTLLA","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","2.23","5ffc8f9704929111f6e922bf"
"5ffc9dd00a720f05c5000051","25","COMPLETE_NONPARTNER_RECEIPT","1610390992000","1610390992000","","1610390992000","","25.0","1610304592000","1","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FLAGGED","1.00","5ffc9d87b3348b11c9338920"
"5ffcb4ad0a720f0515000009","5","All-receipts receipt bonus","1610396845000","1610396845000","1610396850000","1610396850000","1610396845000","5.0","1610310445000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ffcb47d04929111f6e9256c"
"","","","","","","","","","","","","","","1234","","","","2.56","","2.56","","","True","","","","","USER_FLAGGED","","2","","","","","True","3","","","","1234","","True","2.56","3","","",""
"5ffcb4c10a7214ad4e000014","5","All-receipts receipt bonus","1610396865000","1610396865000","1610396865000","1610396870000","1610396865000","5.0","1610323200000","3","","","","4011","","","","20.00","","20.00","","","True","","","","","USER_FLAGGED","","1","","","","","True","3","","","","4011","","True","20.00","3","FINISHED","20.00","5ffcb4bc04929111f6e92608"
"5ffc9d9d0a720f05c5000042","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610390941000","1610390941000","1610390942000","1610390946000","1610390942000","750.0","1610323200000","2","","","","4011","","ITEM NOT FOUND","","26.00","","26.00","","","False","","","","","","","1","","","","","True","2","","","","4011","","True","26.00","2","FINISHED","26.00","5ffc9d9d04929111f6e9244f"
"5ffc9d9c0a7214adca00004b","5","All-receipts receipt bonus","1610390940000","1610390940000","","1610390945000","","5","1610323200000","1","","","","4011","","","","24.00","","24.00","","","True","","","","","USER_FLAGGED","","1","","","","","True","5","","","","4011","","True","24.00","5","REJECTED","10.00","5ffc9d9cb3348b11c933893f"
"5ffc8fa10a7214adca00002e","250","Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610387361000","1610387361000","1610387368000","1610387368000","1610387361000","250.0","1610300961000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ffc8f9704929111f6e922bf"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5ffcb4c90a7214ad4e000016","","","1610396873000","1610396873000","1610396874000","1610396874000","1610396873000","100.0","1609718400000","1","","BRAND","","079400245328","","DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ","","10.00","","10.00","","","","","","","","","","0","","100.0","","5332f5f6e4b03c9a25efd0b4","","1","DOVE MEN+CARE DEODORANT","5332f5f6e4b03c9a25efd0b4","","","","","","","FINISHED","10.00","5ffcb47d04929111f6e9256c"
"5ffc8cb40a720f05c5000025","","","1610350612000","1610350612000","1610368616000","1610368616000","","0.0","1610287200000","1","","WINGSTOP","","","","12 CLASSIC COMBO J","3.09","3.09","","3.09","","12 CLASSIC COMBO J","","","","","","","","1009","","","","","","1","","","","","","","","","FINISHED","3.09","5ffc8cb304929111f6e9229d"
"5ffcb4b80a7214ad4e00000d","5","All-receipts receipt bonus","1610396856000","1610396856000","","1610396861000","","5","1610323200000","1","","","","4011","","","","22.00","","22.00","","","True","","","","","USER_FLAGGED","","1","","","","","True","1","","","","4011","","True","22.00","1","REJECTED","10.00","5ffcb4b8b3348b11c9338ae1"
"5ffcb4a20a720f0515000006","100","Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610396834000","1610396834000","1610396839000","1610396839000","1610396834000","100.0","1610310434000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ffcb47d04929111f6e9256c"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5ffc8f990a7214adca00002d","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610387353000","1610387353000","1610387358000","1610387358000","1610387358000","885.0","1610300953000","2","","","","079400236425","","DOVE MEN PLUS CARE ANTIPERSPIRANT EXTRA FRESH 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 2.7 OZ","","1","","1","","","","","","","","","","1","","10.0","","5332f5f6e4b03c9a25efd0b4","","1","DOVE MEN+CARE DEODORANT","5332f5f6e4b03c9a25efd0b4","800","","","","","","FINISHED","2.00","5ffc8f9704929111f6e922bf"
"","","","","","","","","","","","","","","016000493025","","Cocoa Puffs Ice Cream Scoops Rte Cereal - Medium Size","","1","","1","","","","","","","","","","2","","","Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","","1","COCOA PUFFS CEREAL MEDIUM SIZE","5332f5f3e4b03c9a25efd0ae","800","","","","","","","",""
"5ffe1cbe0a7214ad28002843","","","1610489022000","1610489022000","1610489022000","1610489022000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffce7db0a720f051500236e","","","1610409947000","1610409947000","1610409949000","1610409947000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffce8570a7214ad4e003e6f","","","1610410071000","1610410071000","","1610410071000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffce8310a7214ad4e003797","","","1610410033000","1610410033000","1610410034000","1610410033000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe19d90a7214ad28000e62","","","1610488281000","1610488281000","1610488281000","1610488281000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe1d030a720f05ac002c9e","","","1610489091000","1610489091000","1610489091000","1610489091000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffce8250a7214ad4e0034de","","","1610410020000","1610410020000","","1610410020000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffcefb00a720f0515005e8d","","","1610411952000","1610411952000","","1610411952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffce76e0a720f0515000b48","","","1610409838000","1610409838000","1610409840000","1610409838000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe23560a720f05ac006874","","","1610490710000","1610490710000","1610490710000","1610490710000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe22a20a720f05ac0061d7","","","1610490530000","1610490530000","1610490530000","1610490530000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe1dc20a7214ad28003180","","","1610489282000","1610489282000","1610489283000","1610489282000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffce88b0a7214ad4e004b22","","","1610410122000","1610410122000","","1610410122000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffce7a70a720f05150016b0","","","1610409895000","1610409895000","","1610409895000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffe1aa90a7214ad280015e8","","","1610488489000","1610488489000","1610488489000","1610488489000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffcef5a0a720f0515004f1a","","","1610411866000","1610411866000","1610411866000","1610411866000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe23d70a7214ad280068f6","","","1610490839000","1610490839000","1610490839000","1610490839000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe18b10a7214ad280003d1","","","1610487985000","1610487985000","1610487985000","1610487985000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffcef630a720f05150050ae","","","1610411875000","1610411875000","1610411875000","1610411875000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffce7ae0a7214ad4e001851","","","1610409901000","1610409901000","","1610409901000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffce8150a7214ad4e0030a3","","","1610410004000","1610410004000","","1610410004000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","59c124bae4b0299e55b0f330"
"5ffe20290a720f05ac004a84","","","1610489897000","1610489897000","1610489897000","1610489897000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe1c520a7214ad2800245c","","","1610488914000","1610488914000","1610488914000","1610488914000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
"5ffe1b630a7214ad28001c79","","","1610488675000","1610488675000","1610488675000","1610488675000","","","1610409600000","","","","","","","flipbelt level terrain waist pouch, neon yellow, large/32-35","28.57","28.57","","28.57","","flipbelt level terrain waist pouch, neon yellow, large/32-35","","","","","","","","0","28.57","","","","","1","","","","","","","","","PENDING","28.57","59c124bae4b0299e55b0f330"
